id,organization_id,name,specifications,default_unit_cost,active,created_at,updated_at,item_name,item_code,unit,default_cost,minimum_stock_level,is_active,asset_type_id,issue_type_id
8d1cabc7-b8c0-4350-93e8-c33788ebd8ba,00000000-0000-0000-0000-000000000001,Regulator (Electronic),Electronic,400,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Regulator (Electronic),null,pcs,400,1,true,b1000000-0000-0000-0000-000000000020,28158382-d5c1-436c-927b-3e3d9855c2af
2e8816cc-5f12-43c9-b0d7-b384411e7b8a,00000000-0000-0000-0000-000000000001,Chair Wheel (Set),Set,400,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Chair Wheel (Set),null,pcs,400,1,true,b1000000-0000-0000-0000-000000000021,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
54b74e30-c21b-488e-bacc-daeb615d5242,00000000-0000-0000-0000-000000000001,Cushion Pad,Standard,500,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Cushion Pad,null,pcs,500,1,true,b1000000-0000-0000-0000-000000000021,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
3eb7e52b-9daf-44e3-beae-6803886d966e,00000000-0000-0000-0000-000000000001,Heating Element,Standard,1000,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Heating Element,null,pcs,1000,1,true,b1000000-0000-0000-0000-000000000022,54bc37a9-ef71-4e18-b896-593f71b161fa
6f762b7b-5f4c-4906-a8e8-999fd27d1ccf,00000000-0000-0000-0000-000000000001,Thermostat (Water Heater),Standard,500,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Thermostat (Water Heater),null,pcs,500,1,true,b1000000-0000-0000-0000-000000000022,54bc37a9-ef71-4e18-b896-593f71b161fa
b87e377a-440a-47da-969b-e58d02a603b9,00000000-0000-0000-0000-000000000001,Anode Rod,Standard,600,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Anode Rod,null,pcs,600,1,true,b1000000-0000-0000-0000-000000000022,54bc37a9-ef71-4e18-b896-593f71b161fa
eaba274b-5cc3-4237-b938-779b7574eaed,00000000-0000-0000-0000-000000000001,Surface Laminate,Standard,500,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Surface Laminate,null,pcs,500,1,true,b1000000-0000-0000-0000-000000000023,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
8d0d7775-94d4-4b48-8b93-a782208fef0b,00000000-0000-0000-0000-000000000001,Rack Panel (Wooden),Wooden,600,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Rack Panel (Wooden),null,pcs,600,1,true,b1000000-0000-0000-0000-000000000024,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
b5cca981-ed03-4099-b6c8-d75db964898f,00000000-0000-0000-0000-000000000001,Hinges (Side Cabinet),Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Hinges (Side Cabinet),null,pcs,300,1,true,b1000000-0000-0000-0000-000000000025,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
3e9cc995-680e-4ceb-825a-3038492e4e9b,00000000-0000-0000-0000-000000000001,Remote (Universal),Universal,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Remote (Universal),null,pcs,300,1,true,b1000000-0000-0000-0000-000000000026,28158382-d5c1-436c-927b-3e3d9855c2af
2e8a8ca4-50a3-42ce-8b82-6bc35c11f676,00000000-0000-0000-0000-000000000001,Wall Mount,Standard,800,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Wall Mount,null,pcs,800,1,true,b1000000-0000-0000-0000-000000000026,28158382-d5c1-436c-927b-3e3d9855c2af
c890b261-b2b9-4d2a-bf04-ac3debe9caed,00000000-0000-0000-0000-000000000001,Surface Laminate (Heat Resistant),Heat Resistant,1000,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Surface Laminate (Heat Resistant),null,pcs,1000,1,true,b1000000-0000-0000-0000-000000000027,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
03fbeec3-8103-4622-9df5-ab6a977763bb,00000000-0000-0000-0000-000000000001,Lock (Cupboard),Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Lock (Cupboard),null,pcs,300,1,true,c9000001-0000-0000-0000-000000000001,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
8b3fa7a5-61af-40c2-b9a1-2069aa88666e,00000000-0000-0000-0000-000000000001,Hinges (Cupboard),Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Hinges (Cupboard),null,pcs,300,1,true,c9000001-0000-0000-0000-000000000001,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
4a51368b-5efa-4531-881a-e60e893e75b0,00000000-0000-0000-0000-000000000001,Motor,Standard,800,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Motor,null,pcs,800,1,true,c9000001-0000-0000-0000-000000000002,28158382-d5c1-436c-927b-3e3d9855c2af
e6804bcb-eaeb-4b2d-adce-ce0eb9721358,00000000-0000-0000-0000-000000000001,Blade Set (Plastic),Plastic,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Blade Set (Plastic),null,pcs,300,1,true,c9000001-0000-0000-0000-000000000002,28158382-d5c1-436c-927b-3e3d9855c2af
